group,schema,class,fragment_type,fragment,type_variation,identifier,source_type,translated_target_type,translated,attempted,timestamp,feedback
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,57-57:console,types,long,long,Int64,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,59-59:FOREGROUND_BLACK,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,60-60:FOREGROUND_YELLOW,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,61-61:FOREGROUND_MAGENTA,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,62-62:FOREGROUND_CYAN,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,63-63:FOREGROUND_WHITE,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,65-65:BACKGROUND_BLACK,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,66-66:BACKGROUND_YELLOW,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,67-67:BACKGROUND_MAGENTA,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,68-68:BACKGROUND_CYAN,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,69-69:BACKGROUND_WHITE,types,short,short,Int16,True,True,2026-05-13 16:25:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,71-80:ANSI_FOREGROUND_COLOR_MAP,types,short[],short[],Array<Int16>,True,True,2026-05-14 11:52:47,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,82-91:ANSI_BACKGROUND_COLOR_MAP,types,short[],short[],Array<Int16>,True,True,2026-05-14 11:52:49,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,93-93:info,types,Kernel32_CONSOLE_SCREEN_BUFFER_INFO,Kernel32_CONSOLE_SCREEN_BUFFER_INFO,Kernel32_CONSOLE_SCREEN_BUFFER_INFO,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,94-94:originalColors,types,short,short,Int16,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,96-96:negative,types,boolean,boolean,Bool,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,97-97:savedX,types,short,short,Int16,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,field,98-98:savedY,types,short,short,Int16,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,100-105:WindowsAnsiProcessor,parameters,|OutputStream|ps,OutputStream,OutputStream,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,100-105:WindowsAnsiProcessor,parameters,|long|console,long,Int64,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,107-109:WindowsAnsiProcessor,parameters,|OutputStream|ps,OutputStream,OutputStream,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,107-109:WindowsAnsiProcessor,parameters,|boolean|stdout,boolean,Bool,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,111-113:WindowsAnsiProcessor,parameters,|OutputStream|ps,OutputStream,OutputStream,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,115-123:getConsoleInfo,return_types,void,void,Unit,True,True,2026-05-13 16:26:14,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,115-123:getConsoleInfo,body_types,IOException,IOException,IOException,True,True,2026-05-14 11:52:56,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmpwnfoljae.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.io import IOException[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,125-134:applyAttribute,return_types,void,void,Unit,True,True,2026-05-13 16:26:22,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,125-134:applyAttribute,body_types,short,short,Int16,True,True,2026-05-13 16:26:22,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,125-134:applyAttribute,body_types,IOException,IOException,IOException,True,True,2026-05-14 11:53:02,"Cangjie compilation error: [31merror[0m: expected ';' or '<NL>', found keyword 'class'   [36m==>[0m /tmp/tmpa_87zfkv.cj:58:27:    [36m| [0m [36m58[0m [36m| [0m    let _test_val: public class IOException <: Exception {[0m    [36m| [0m                          [31m^^^^^ expected ';' or '<NL>' here[0m    [36m| [0m  [31merror[0m: body of constructor is missing   [36m==>[0m /tmp/tmpa_87zfkv.cj:59:33:    [36m| [0m [36m59[0m [36m| [0m    public init(message: String)[0m    ["
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,136-144:invertAttributeColors,return_types,short,short,Int16,True,True,2026-05-13 16:26:30,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,136-144:invertAttributeColors,body_types,int,int,Int64,True,True,2026-05-13 16:26:30,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,136-144:invertAttributeColors,body_types,short,short,Int16,True,True,2026-05-13 16:26:30,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,136-144:invertAttributeColors,parameters,|short|attributes,short,Int16,True,True,2026-05-13 16:26:30,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,146-150:applyCursorPosition,return_types,void,void,Unit,True,True,2026-05-13 16:26:30,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,146-150:applyCursorPosition,body_types,IOException,IOException,IOException,True,True,2026-05-14 11:53:04,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,152-182:processEraseScreen,return_types,void,void,Unit,True,True,2026-05-13 16:26:38,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,152-182:processEraseScreen,body_types,int[],int[],Array<Int64>,True,True,2026-05-14 11:53:06,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,152-182:processEraseScreen,body_types,int,int,Int64,True,True,2026-05-13 16:26:45,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,152-182:processEraseScreen,body_types,Kernel32_COORD,Kernel32_COORD,Kernel32_COORD,True,True,2026-05-13 16:26:45,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,152-182:processEraseScreen,parameters,|int|eraseOption,int,Int64,True,True,2026-05-13 16:26:38,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,184-210:processEraseLine,return_types,void,void,Unit,True,True,2026-05-13 16:26:45,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,184-210:processEraseLine,body_types,int[],int[],Array<Int64>,True,True,2026-05-14 11:53:08,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,184-210:processEraseLine,body_types,int,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,184-210:processEraseLine,body_types,Kernel32_COORD,Kernel32_COORD,Kernel32_COORD,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,184-210:processEraseLine,parameters,|int|eraseOption,int,Int64,True,True,2026-05-13 16:26:45,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,212-217:processCursorLeft,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,212-217:processCursorLeft,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,212-217:processCursorLeft,parameters,|int|count,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,219-224:processCursorRight,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,219-224:processCursorRight,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,219-224:processCursorRight,parameters,|int|count,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,226-231:processCursorDown,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,226-231:processCursorDown,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,226-231:processCursorDown,parameters,|int|count,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,233-238:processCursorUp,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,233-238:processCursorUp,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,233-238:processCursorUp,parameters,|int|count,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,240-246:processCursorTo,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,240-246:processCursorTo,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,240-246:processCursorTo,parameters,|int|row,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,240-246:processCursorTo,parameters,|int|col,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,248-253:processCursorToColumn,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,248-253:processCursorToColumn,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,248-253:processCursorToColumn,parameters,|int|x,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,255-261:processCursorUpLine,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,255-261:processCursorUpLine,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,255-261:processCursorUpLine,parameters,|int|count,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,263-269:processCursorDownLine,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,263-269:processCursorDownLine,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,263-269:processCursorDownLine,parameters,|int|count,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,271-278:processSetForegroundColor,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,271-278:processSetForegroundColor,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,271-278:processSetForegroundColor,parameters,|int|color,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,271-278:processSetForegroundColor,parameters,|boolean|bright,boolean,Bool,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,280-284:processSetForegroundColorExt,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,280-284:processSetForegroundColorExt,body_types,int,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,280-284:processSetForegroundColorExt,parameters,|int|paletteIndex,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,286-290:processSetForegroundColorExt,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,286-290:processSetForegroundColorExt,body_types,int,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,286-290:processSetForegroundColorExt,parameters,|int|r,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,286-290:processSetForegroundColorExt,parameters,|int|g,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,286-290:processSetForegroundColorExt,parameters,|int|b,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,292-299:processSetBackgroundColor,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,292-299:processSetBackgroundColor,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,292-299:processSetBackgroundColor,parameters,|int|color,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,292-299:processSetBackgroundColor,parameters,|boolean|bright,boolean,Bool,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,301-305:processSetBackgroundColorExt,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,301-305:processSetBackgroundColorExt,body_types,int,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,301-305:processSetBackgroundColorExt,parameters,|int|paletteIndex,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,307-311:processSetBackgroundColorExt,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,307-311:processSetBackgroundColorExt,body_types,int,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,307-311:processSetBackgroundColorExt,parameters,|int|r,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,307-311:processSetBackgroundColorExt,parameters,|int|g,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,307-311:processSetBackgroundColorExt,parameters,|int|b,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,313-318:processDefaultTextColor,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,313-318:processDefaultTextColor,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,320-325:processDefaultBackgroundColor,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,320-325:processDefaultBackgroundColor,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,327-332:processAttributeReset,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,327-332:processAttributeReset,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,334-368:processSetAttribute,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,334-368:processSetAttribute,body_types,short,short,Int16,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,334-368:processSetAttribute,parameters,|int|attribute,int,Int64,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,370-375:processSaveCursorPosition,return_types,void,void,Unit,True,True,2026-05-13 16:26:52,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,377-386:processRestoreCursorPosition,return_types,void,void,Unit,True,True,2026-05-13 16:26:53,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,388-402:processInsertLine,return_types,void,void,Unit,True,True,2026-05-13 16:26:53,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,388-402:processInsertLine,body_types,Kernel32_SMALL_RECT,Kernel32_SMALL_RECT,Kernel32_SMALL_RECT,True,True,2026-05-13 16:26:53,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,388-402:processInsertLine,body_types,Kernel32_COORD,Kernel32_COORD,Kernel32_COORD,True,True,2026-05-13 16:26:53,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,388-402:processInsertLine,body_types,short,short,Int16,True,True,2026-05-13 16:26:53,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,388-402:processInsertLine,body_types,Kernel32_CHAR_INFO,Kernel32_CHAR_INFO,Kernel32_CHAR_INFO,True,True,2026-05-13 16:26:53,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,388-402:processInsertLine,body_types,IOException,IOException,IOException,True,True,2026-05-14 11:53:17,"Cangjie compilation error: [31merror[0m: expected ';' or '<NL>', found keyword 'class'   [36m==>[0m /tmp/tmp486n_95f.cj:58:27:    [36m| [0m [36m58[0m [36m| [0m    let _test_val: public class IOException <: Exception {[0m    [36m| [0m                          [31m^^^^^ expected ';' or '<NL>' here[0m    [36m| [0m  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,388-402:processInsertLine,parameters,|int|optionInt,int,Int64,True,True,2026-05-13 16:26:53,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,404-418:processDeleteLine,return_types,void,void,Unit,True,True,2026-05-13 16:26:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,404-418:processDeleteLine,body_types,Kernel32_SMALL_RECT,Kernel32_SMALL_RECT,Kernel32_SMALL_RECT,True,True,2026-05-13 16:26:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.io.WindowsAnsiProcessor.json,55-424:WindowsAnsiProcessor,method,404-418:processDeleteLine,body_types,Kernel32_COORD,Kernel32_COORD,Kernel32_COORD,True,True,2026-05-13 16:26:59,
